,No,gross,budget,aspect_ratio,title_year,director_name,actor_1_name,actor_2_name,actor_3_name,color,duration,language
3688,0259974,7012038.0,5000000.0,1.85 : 1,2000.0,Bob Buchholz,Lara Jill Miller,Joshua Seth,Bob Papenbrook,Color,82,English
3689,0332375,10156933.0,5000000.0,1.85 : 1,2004.0,Brian Dannelly,Jena Malone,Mandy Moore,Macaulay Culkin,Color,92,English
3690,0338135,6289563.0,,2.35 : 1,2003.0,Denys Arcand,Rémy Girard,Stéphane Rousseau,Marie-Josée Croze,Color,99,French
3691,0075147,,5000000.0,1.85 : 1,1976.0,Richard Lester,Sean Connery,Audrey Hepburn,Robert Shaw,Color,106,English
3692,0245120,8704851.0,15000000.0,1.85 : 1,2001.0,J.S. Cardone,Kerr Smith,Brendan Fehr,Izabella Miko,Color,90,English
3693,0077572,,5000000.0,2.39 : 1,1978.0,Guy Hamilton,Robert Shaw,Harrison Ford,Barbara Bach,Color,118,English
3694,0098546,,5000000.0,1.85 : 1,1989.0,Jay Levey,'Weird Al' Yankovic,Victoria Jackson,Kevin McCarthy,Color,97,English
3695,0456554,,,2.35 : 1,2006.0,Nicholaus Goossen,Linda Cardellini,Allen Covert,Peter Dante,Color,94,English
3696,0120831,,5000000.0,1.85 : 1,1998.0,Tamara Jenkins,Natasha Lyonne,Alan Arkin,Bryna Weiss,Color,91,English
3697,0064116,,5000000.0,2.35 : 1,1968.0,Sergio Leone,Claudia Cardinale,Henry Fonda,Jason Robards,Color,165,Italian
3698,0227005,,5000000.0,1.85 : 1,2001.0,Jon Favreau,Jon Favreau,Vince Vaughn,Joe Goossen,Color,95,English
3699,1182345,9760104.0,5000000.0,2.35 : 1,2009.0,Duncan Jones,Sam Rockwell,Kevin Spacey,Dominique McElligott,Color,97,English
3700,0415949,,,1.85 : 1,2006.0,Scott Marshall,Daryl Sabara,Jami Gertz,Jeremy Piven,Color,90,English
3701,1529567,13800415.0,5000000.0,1.78 : 1 (IMAX version),2010.0,Ronan Chapalain,Guillaume Denaiffe,Norbert Ferrer,Chloe Hollings,Color,41,English
3702,0120255,,,2.35 : 1,1997.0,Atom Egoyan,Ian Holm,Caerthan Banks,Sarah Polley,Color,112,English
3703,1588337,,,2.35 : 1,2010.0,Xavier Beauvois,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,Color,122,French
3704,0914797,,5000000.0,2.35 : 1,2008.0,Randall Miller,Chris Pine,Hal B. Klein,Alan Rickman,Color,110,English
3705,0084171,,5000000.0,1.85 : 1,1982.0,Jerry Belson,Mark Blankfield,Bess Armstrong,Krista Errickson,Color::(Metrocolor),87,English
3706,0110005,,5000000.0,2.35 : 1,1994.0,Peter Jackson,Melanie Lynskey,Kate Winslet,Sarah Peirse,Color,99,English
3707,4337690,,5000000.0,2.35 : 1,2015.0,Michael Polish,Hayden Christensen,Kate Bosworth,Hudson Meek,Color,121,English
3708,1531663,,5000000.0,2.35 : 1,2010.0,Dan Rush,Will Ferrell,Christopher Jordan Wallace,Rebecca Hall,Color,97,English
3709,0120906,,5000000.0,1.85 : 1,1998.0,Jake Kasdan,Bill Pullman,Ben Stiller,Ryan O'Neal,Color::(Technicolor),116,English
3710,0361862,,5000000.0,2.35 : 1,2004.0,Brad Anderson,Christian Bale,Jennifer Jason Leigh,Aitana Sánchez-Gijón,Color,101,English
3711,0102307,,5000000.0,1.85 : 1,1992.0,Paul Schrader,Willem Dafoe,Susan Sarandon,Dana Delany,Color,103,English
3712,1216491,,,2.35 : 1,2014.0,Michael Cuesta,Jeremy Renner,Robert Patrick,Jena Sims,Color,112,English
3713,0935075,5129058.0,5000000.0,1.85 : 1,2010.0,John Cameron Mitchell,Nicole Kidman,Aaron Eckhart,Dianne Wiest,Color,91,English
3714,0320244,,5000000.0,1.85 : 1,2003.0,Fenton Bailey,Seth Green,Macaulay Culkin,Diana Scarwid,Color,98,English
3715,4062536,,5000000.0,2.35 : 1,2015.0,Jeremy Saulnier,Anton Yelchin,Joe Cole,Alia Shawkat,Color,95,English
3716,0422861,,5000000.0,2.35 : 1 (Anamorphic),2006.0,Billy Kent,Parker Posey,Danny DeVito,Winter Ave Zoli,Color,88,English
3717,2800038,851690.0,5000000.0,,2014.0,James Manera,Kristoffer Polaha,Laura Regan,Peter Mackenzie,Color,99,English
3718,0115734,,7000000.0,1.85 : 1,1996.0,Wes Anderson,Luke Wilson,Owen Wilson,Ned Dowd,Color,91,English
3719,0115495,,5000000.0,2.35 : 1,1996.0,Kevin Spacey,Matt Dillon,Faye Dunaway,Gary Sinise,Color,94,English
3720,0459293,2015004.0,,2.35 : 1,2007.0,Feroz Abbas Khan,Akshaye Khanna,Darshan Jariwala,Shefali Shah,Color,136,Hindi
3721,0896866,,,2.35 : 1,2008.0,Errol Morris,Megan Ambuhl Graner,Javal Davis,Ken Davis,Color,116,English
3722,0081291,,,1.85 : 1,1980.0,Dennis Hopper,Linda Manz,Dennis Hopper,Sharon Farrell,Color,94,English
3723,1465522,4749516.0,,2.35 : 1,2010.0,Eli Craig,Tyler Labine,Alan Tudyk,Katrina Bowden,Color,89,English
3724,1150947,,5000000.0,1.85 : 1,2008.0,Nik Fackler,Martin Landau,Ellen Burstyn,Elizabeth Banks,Color,92,English
3725,0039927,,3209000.0,1.37 : 1,1947.0,Richard Wallace,John Wayne,Laraine Day,Cedric Hardwicke,Color::(Technicolor),128,English
3726,0126261,,2000000.0,1.85 : 1,1998.0,Morgan J. Freeman,Casey Affleck,Brendan Sexton III,Kate Hudson,Color,90,English
3727,0357585,,5000000.0,1.85 : 1,2004.0,Matthew Hastings,Corey Sevier,Stefanie von Pfetten,Kim Poirier,Color,95,English
3728,3567288,98450062.0,5000000.0,1.85 : 1,2015.0,M. Night Shyamalan,Olivia DeJonge,Ed Oxenbould,Deanna Dunagan,Color,94,English
3729,0937237,,5000000.0,1.78 : 1 (DVD & Blu-Ray),2007.0,Brian De Palma,Izzy Diaz,Rob Devaney,Ty Jones,Color,90,English
3730,0305632,,5000000.0,2.35 : 1,2004.0,Klaus Menzel,James Naughton,Jacqueline Bisset,Adam Garcia,Color,95,English
3731,0830900,,,1.78 : 1,2007.0,,Holly Hunter,Leon Rippy,Kenny Johnson,Color,60,English
3732,1519461,,5000000.0,1.78 : 1,2015.0,Oren Peli,Reid Warner,Darrin Bragg,Ben Rovner,Color,91,English
3733,1437358,,5000000.0,2.35 : 1,2011.0,Jaume Balagueró,Luis Tosar,Marta Etura,Alberto San Juan,Color,102,Spanish
3734,0465430,,,2.35 : 1,2008.0,Paul Andrew Williams,Andy Serkis,Reece Shearsmith,Jennifer Ellison,Color,92,English
3735,1079444,,5000000.0,1.78 : 1,2009.0,Stephen Herek,Ellen Muth,Callum Blue,Sarah Wynter,Color,87,English
3736,0488539,,,1.85 : 1,2006.0,Bob Saget,Samuel L. Jackson,Alyson Hannigan,Bob Saget,Color,80,English
3737,1131732,,,,2009.0,Jim Amatulli,Billy Ray Cyrus,Heather Locklear,Patricia Neal,Color,90,English
3738,0491738,,,16 : 9,2006.0,,James Roday Rodriguez,Dulé Hill,Timothy Omundson,Color,44,English
3739,1798243,,5000000.0,,2014.0,William H. Macy,Miles Heizer,Aly Lovelace,Billy Crudup,Color,105,English
3740,1460798,,10000000.0,,2014.0,Barrett Esposito,Richard Gere,Luis Guzmán,Chazz Palminteri,Color,67,English
3741,3703148,,,,2015.0,Mitch Davis,Margaret Clunie,Roxy Cook,Steve John Shepherd,Color,95,Spanish
3742,2063015,,5000000.0,1.78 : 1,2011.0,Eric Bross,Teri Polo,Esai Morales,Nicholas Gonzalez,Color,87,English
3743,1274586,,5000000.0,2.35 : 1,2014.0,Paul Schrader,Nicolas Cage,Anton Yelchin,Alexander Karim,Color,94,English
3744,1554921,,1000000.0,,2014.0,Vicky Jewson,James Frain,Sofia Black-D'Elia,Lydia Leonard,Color,109,English
3745,0077294,,5000000.0,2.20 : 1 (70 mm prints),1977.0,Peter Hyams,Elliott Gould,James Brolin,Brenda Vaccaro,Color,123,English
3746,1717210,,5000000.0,,2012.0,Marc Bennett,Paul Ben-Victor,Edward Asner,B.J. Britt,Color,,English
3747,4453560,,5000000.0,,2015.0,Dan Garcia,Martin Kove,Jaimie Steck,Mike Mayhall,Color,88,English
3748,3838992,,5000000.0,2.35 : 1,2016.0,Kevin Smith,Lily-Rose Depp,Harley Quinn Smith,Adam Brody,Color,88,English
3749,4511566,1856725.0,1181389.0,,2015.0,Stanton Barrett,Ed Quinn,Michael Dudikoff,Rick Fox,Color,97,English
3750,0284363,,,1.85 : 1,2006.0,Jirí Menzel,Ivan Barnev,Oldrich Kaiser,Julia Jentsch,Color,113,Czech
3751,1244668,,,1.85 : 1,2009.0,Fatih Akin,Adam Bousdoukos,Moritz Bleibtreu,Pheline Roggan,Color::(Fujicolor),99,German
3752,0117666,,890000.0,1.85 : 1,1996.0,Billy Bob Thornton,Billy Bob Thornton,Dwight Yoakam,J.T. Walsh,Color,135,English
3753,1687901,,,2.35 : 1,2011.0,Nick Murphy,Rebecca Hall,Dominic West,Imelda Staunton,Color,102,English
3754,0450278,80578934.0,4800000.0,2.39 : 1,2005.0,Eli Roth,Jay Hernandez,Derek Richardson,Eythor Gudjonsson,Color,94,English
3755,0423409,,,2.35 : 1,2005.0,Michael Winterbottom,Steve Coogan,Rob Brydon,Keeley Hawes,Color,94,English
3756,1675192,3099314.0,5000000.0,2.35 : 1,2011.0,Jeff Nichols,Michael Shannon,Jessica Chastain,Tova Stewart,Color,121,English
3757,0095484,10000000.0,4700000.0,1.85 : 1,1988.0,Frank LaLoggia,Lukas Haas,Len Cariou,Alex Rocco,Color,113,English
3758,0446687,,,1.85 : 1,2006.0,Jeremy Brock,Rupert Grint,Fay Cohen,Ruby Mortlock,Color,98,English
3759,2980708,,5000000.0,,2014.0,Scott Foley,Amy Acker,Ava Carpinello,James Carpinello,Color,82,English
3760,0092076,5806.0,4700000.0,1.33 : 1 (original ratio) (open matte),1986.0,Tobe Hooper,Dennis Hopper,Caroline Williams,Jim Siedow,Color::(TVC),101,English
3761,0070518,,4638783.0,2.39 : 1,1973.0,Sam Peckinpah,James Coburn,Kris Kristofferson,Richard Jaeckel,Color,122,English
3762,1602613,9743738.0,4800000.0,1.85 : 1,2013.0,Nicolas Winding Refn,Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm,Color,90,English
3763,0451673,,,,2005.0,Christophe Ali,Denis Lavant,Isild Le Besco,Pascal Bongard,Color,79,French
3764,1547090,,3000000.0,,2011.0,Gabriela Tagliavini,Eva Longoria,Christian Slater,Oscar Nuñez,Color,87,English
3765,3099638,,,,2013.0,Shekar,Diganth,Bhama,Dileep Raj,Color,105,Kannada
3766,0377752,,,1.85 : 1,2004.0,Shona Auerbach,Emily Mortimer,Jack McElhone,Mary Riggans,Color,105,English
3767,0903131,,,2.35 : 1,2007.0,Leonard Farlinger,Luke Kirby,Keith Carradine,Noam Jenkins,Color,89,English
3768,1646974,,4600000.0,1.85 : 1,2010.0,Michel Leclerc,Jacques Gamblin,Sara Forestier,Zinedine Soualem,Color,100,French
3769,2091427,,4700000.0,,2013.0,Analeine Cal y Mayor,Douglas Smith,Zoë Kravitz,Carrie-Anne Moss,Color,92,English
3770,0379976,,4600000.0,1.85 : 1,2007.0,Tom Kalin,Julianne Moore,Stephen Dillane,Anne Reid,Color,97,English
3771,0839938,,,1.85 : 1,2006.0,Robert Sarkies,Matthew Sunderland,Stuart Mathieson,Natalie Ellis,Color,103,English
3772,0087928,,4500000.0,1.85 : 1,1984.0,Hugh Wilson,Steve Guttenberg,Kim Cattrall,G.W. Bailey,Color::(Technicolor),96,English
3773,0080453,,4500000.0,1.85 : 1,1980.0,Randal Kleiser,Brooke Shields,Christopher Atkins,Leo McKern,Color::(Metrocolor),104,English
3774,0109831,245700832.0,4400000.0,1.85 : 1,1994.0,Mike Newell,Hugh Grant,James Fleet,Simon Callow,Color::(Eastmancolor),117,English
3775,0083929,,4500000.0,1.85 : 1,1982.0,Amy Heckerling,Sean Penn,Jennifer Jason Leigh,Judge Reinhold,Color,90,English
3776,0049513,,4500000.0,1.66 : 1,1956.0,John Huston,Gregory Peck,Richard Basehart,Leo Genn,Color::(Technicolor),116,English
3777,0307901,,5000000.0,2.35 : 1,2002.0,Spike Lee,Edward Norton,Philip Seymour Hoffman,Barry Pepper,Color,135,English
3778,3516878,,,16:9 HD,2015.0,,Juliette Lewis,Ryan Phillippe,KaDee Strickland,Color,43,English
3779,0115736,,4500000.0,1.85 : 1,1996.0,Lana Wachowski,Jennifer Tilly,Gina Gershon,Joe Pantoliano,Color,109,English
3780,0180093,7390108.0,4500000.0,1.85 : 1,2000.0,Darren Aronofsky,Ellen Burstyn,Jared Leto,Jennifer Connelly,Color,102,English
3781,0038116,,,1.37 : 1,1945.0,Walter Lang,Jeanne Crain,Dana Andrews,Dick Haymes,Color::(Technicolor),100,English
3782,0120274,,,2.00 : 1 (intended ratio),1998.0,Carlos Saura,Miguel Ángel Solá,Cecilia Narova,Mía Maestro,Color,115,Spanish
3783,0091886,,4500000.0,1.85 : 1,1986.0,Oliver Stone,James Woods,Jim Belushi,Michael Murphy,Color,122,English
3784,3014666,,5000000.0,2.35 : 1,2014.0,Andrew Erwin,Sarah Drew,Sean Astin,Patricia Heaton,Color,98,English
3785,0246578,7510877.0,4500000.0,2.35 : 1,2001.0,Richard Kelly,Jake Gyllenhaal,Holmes Osborne,Maggie Gyllenhaal,Color,113,English
3786,0461336,,,2.35 : 1,2011.0,Beto Gómez,Miguel Rodarte,Jesús Ochoa,Joaquín Cosio,Color,105,Spanish
3787,0119448,,4500000.0,1.85 : 1,1997.0,Mike van Diem,Jan Decleir,Fedja van Huêt,Betty Schuurman,Color,122,Dutch
3788,0283003,,2000000.0,1.85 : 1,2002.0,Jonas Åkerlund,Jason Schwartzman,Mickey Rourke,Brittany Murphy,Color,101,English
3789,0808526,,,1.85 : 1,2009.0,Todd Solondz,Shirley Henderson,Michael Kenneth Williams,Roslyn Ruff,Color,98,English
3790,0451094,,,2.35 : 1,2005.0,Park Chan-wook,Nam-mi Kang,Jeong-nam Choi,Hye-Sook Go,Color,115,Korean
3791,1653911,,,1.85 : 1,2010.0,René Féret,Marie Féret,Marc Barbé,Delphine Chuillot,Color,120,French
3792,0291341,7310206.0,,1.85 : 1,2001.0,Barry Skolnick,Vinnie Jones,David Kelly,David Hemmings,Color,99,English
3793,0796212,,,2.35 : 1,2006.0,Johnnie To,Anthony Chau-Sang Wong,Francis Ng,Simon Yam,Color,110,Cantonese
3794,1629705,1217307.0,,2.35 : 1,2011.0,Mateo Gil,Sam Shepard,Eduardo Noriega,Stephen Rea,Color,102,English
3795,0300140,,,1.85 : 1,2002.0,Lukas Moodysson,Oksana Akinshina,Artyom Bogucharskiy,Lyubov Agapova,Color,109,Russian
3796,0838247,3606395.0,4500000.0,2.35 : 1,2009.0,Agnieszka Wojtowicz-Vosloo,Christina Ricci,Liam Neeson,Justin Long,Color,104,English
3797,3683702,,,,2014.0,Kabir Sadanand,Jimmy Shergill,Mohit Marwah,Kiara Advani,Color,134,Hindi
3798,0073486,11930050.0,4400000.0,1.85 : 1,1975.0,Milos Forman,Michael Berryman,Peter Brocco,Dean R. Brooks,Color,133,English
3799,4386242,,4400000.0,1.78 : 1 / (high definition),2015.0,Peter DeLuise,Dove Cameron,Braeden Lemasters,Katherine McNamara,Color,86,English
3800,0075222,,4400000.0,1.85 : 1,1976.0,Mel Brooks,Mel Brooks,Marty Feldman,Dom DeLuise,Color,87,English
3801,4387040,28000000.0,4400000.0,2.35 : 1,2016.0,Raja Menon,Akshay Kumar,Nimrat Kaur,Kumud Mishra,Color,130,Hindi
3802,0088727,,,1.33 : 1,1985.0,,Megan Follows,Colleen Dewhurst,Richard Farnsworth,Color,199,English
3803,2295722,,4500000.0,1.85 : 1,2014.0,Ernie Barbarash,Michael Jai White,Neal McDonough,Jimmy Navarro,Color,103,English
3804,0857190,,,2.35 : 1,2012.0,Nick Love,Ray Winstone,Plan B,Hayley Atwell,Color,112,English
3805,0203119,,,2.35 : 1,2000.0,Jonathan Glazer,Ray Winstone,Ben Kingsley,Ian McShane,Color,89,English
3806,1291652,,,2.35 : 1,2010.0,Daniel Espinosa,Joel Kinnaman,Matias Varela,Dragomir Mrsic,Color,124,Swedish
3807,0298228,20662447.0,,2.35 : 1,2002.0,Niki Caro,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,Color,101,English
3808,1532957,,,2.35 : 1,2009.0,R. Balki,Amitabh Bachchan,Abhishek Bachchan,Vidya Balan,Color,133,Hindi
3809,0381940,,,2.35 : 1,2009.0,Ivan Engler,Anna Katharina Schwabroh,Martin Rapold,Regula Grauwiller,Color,112,German
3810,0475293,,4200000.0,16:9 HD,2006.0,Kenny Ortega,Zac Efron,Vanessa Hudgens,Ashley Tisdale,Color,98,English
3811,5574490,,,16:9 HD,2016.0,,Shawn Hatosy,Ben Robson,Jake Weary,Color,60,English
3812,0119574,,,1.85 : 1,1997.0,Richard Kwietniowski,John Hurt,Jason Priestley,Fiona Loewi,Color::(Technicolor),93,English
3813,0403358,31933365.0,4200000.0,1.85 : 1,2004.0,Timur Bekmambetov,Konstantin Khabenskiy,Vladimir Menshov,Valeriy Zolotukhin,Color,114,Russian
3814,0104036,,,2.39 : 1,1992.0,Neil Jordan,Forest Whitaker,Miranda Richardson,Stephen Rea,Color,112,English
3815,0084522,14438585.0,2500000.0,1.85 : 1,1981.0,Bob Clark,Dan Monahan,Mark Herrier,Wyatt Knight,Color,94,English
3816,1134854,386078.0,4000000.0,2.35 : 1,2009.0,George A. Romero,Alan Van Sprang,Joshua Peace,Hardee T. Lineham,Color,90,English
3817,0063350,30000000.0,114000.0,1.37 : 1,1968.0,George A. Romero,Duane Jones,Judith O'Dea,Karl Hardman,Black and White,96,English
3818,0335266,119723856.0,4000000.0,1.85 : 1,2003.0,Sofia Coppola,Scarlett Johansson,Bill Murray,Akiko Takeshita,Color,102,English
3819,0075686,,4000000.0,1.85 : 1 (16 mm prints),1977.0,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,Color,93,English
3820,0044672,1689734.0,4000000.0,1.37 : 1,1952.0,Cecil B. DeMille,Betty Hutton,Cornel Wilde,Charlton Heston,Color::(Technicolor),152,English
3821,0285742,,4000000.0,2.35 : 1,2001.0,Marc Forster,Billy Bob Thornton,Taylor Simpson,Gabrielle Witcher,Color,111,English
3822,1881002,,,2.35 : 1,2015.0,Henry Hobson,Arnold Schwarzenegger,Abigail Breslin,Joely Richardson,Color,95,English
3823,0113627,,3600000.0,1.66 : 1,1995.0,Mike Figgis,Nicolas Cage,Elisabeth Shue,Julian Sands,Color,111,English
3824,2081194,298688.0,4500000.0,1.78 : 1,2013.0,Duane Journey,Molly C. Quinn,Michael Welch,Lara Flynn Boyle,Color,86,English
3825,0071524,,4000000.0,2.39 : 1,1974.0,Billy Wilder,Jack Lemmon,Walter Matthau,Susan Sarandon,Color,105,English
3826,3181822,,4000000.0,2.35 : 1,2015.0,Rob Cohen,Jennifer Lopez,Ryan Guzman,Ian Nelson,Color,91,English
3827,0049875,,4000000.0,2.35 : 1,1956.0,Carol Reed,Burt Lancaster,Tony Curtis,Gina Lollobrigida,Color,105,English
3828,0842926,34705850.0,3500000.0,1.85 : 1,2010.0,Lisa Cholodenko,Julianne Moore,Annette Bening,Mark Ruffalo,Color,106,English
3829,0096256,,4000000.0,2.39 : 1,1988.0,John Carpenter,Roddy Piper,Keith David,Meg Foster,Color,94,English
3830,0057115,,4000000.0,2.30 : 1 (intended ratio),1963.0,John Sturges,Steve McQueen,James Garner,Richard Attenborough,Color,172,English
3831,0399877,,,1.85 : 1,2004.0,William Arntz,Marlee Matlin,Elaine Hendrix,John Ross Bowie,Color,109,English
3832,2034139,15179302.0,5000000.0,2.35 : 1,2013.0,Ed Gass-Donnelly,Ashley Bell,Julia Garner,Spencer Treat Clark,Color,88,English
3833,1065073,50692666.0,4000000.0,1.85 : 1,2014.0,Richard Linklater,Ellar Coltrane,Patricia Arquette,Elijah Smith,Color,165,English
3834,0457513,39215642.0,17300000.0,1.85 : 1,2006.0,Woody Allen,Jim Dunk,Robert Bathurst,Geoff Bell,Color,96,English
3835,0290332,,7000000.0,1.85 : 1,2001.0,DJ Pooh,Anthony Albano,Dr. Dre,Tic,Color,96,English
3836,0199290,,3400000.0,1.85 : 1,2000.0,DJ Pooh,Brian Hooks,N'Bushe Wright,Faizon Love,Color,82,English
3837,0318374,,3200000.0,2.35 : 1,2003.0,Wayne Kramer,William H. Macy,Alec Baldwin,Maria Bello,Color,101,English
3838,0055184,,4000000.0,1.66 : 1,1961.0,John Huston,Clark Gable,Marilyn Monroe,Montgomery Clift,Black and White,125,English
3839,0448075,,4000000.0,1.85 : 1,2006.0,Patrick Stettner,Toni Collette,Robin Williams,Joe Morton,Color::(Technicolor),91,English
3840,0110189,,7000000.0,1.85 : 1,1995.0,James Melkonian,John G. Brennan,Kamal Ahmed,Alan Arkin,Color,82,English
3841,0464141,79252330.0,,2.39 : 1,2007.0,J.A. Bayona,Belén Rueda,Fernando Cayo,Roger Príncep,Color,105,Spanish
3842,2828996,25340200.0,4000000.0,1.85 : 1,2014.0,Michael Tiddes,Marlon Wayans,Jaime Pressly,Essence Atkins,Color,86,English
3843,0292644,5273298.0,4000000.0,1.85 : 1,2002.0,Roger Avary,James Van Der Beek,Shannyn Sossamon,Jessica Biel,Color,110,English
3844,0065112,,4000000.0,1.85 : 1,1969.0,Alfred Hitchcock,Frederick Stafford,Dany Robin,John Vernon,Color,143,English
3845,0454987,,,1.85 : 1,2006.0,Bob Odenkirk,Dax Shepard,Will Arnett,Chi McBride,Color,84,English
3846,0113101,,4000000.0,1.85 : 1,1995.0,Allison Anders,Sammi Davis,Amanda De Cadenet,Valeria Golino,Color,98,English
3847,0274812,9304609.0,4000000.0,1.85 : 1,2002.0,Steven Shainberg,James Spader,Maggie Gyllenhaal,Jeremy Davies,Color,107,English
3848,0360916,,8000000.0,1.85 : 1,2003.0,Rick de Oliveira,Benjamin Fletcher,Nicole Frilot,Roxanne Frilot,Color,96,English
3849,0096219,,4000000.0,1.85 : 1,1988.0,Oliver Stone,Eric Bogosian,Ellen Greene,Leslie Hope,Color,110,English
3850,0118111,,4000000.0,1.85 : 1,1996.0,Christopher Guest,Deborah Theaker,Michael Hitchcock,Scott Williamson,Color,84,English
3851,0188863,,4000000.0,1.85 : 1,1999.0,Jeff Franklin,French Stewart,Bridgette Wilson-Sampras,Bill Bellamy,Color,94,English
3852,0796375,,4000000.0,2.55 : 1,2007.0,John Dahl,Ben Kingsley,Téa Leoni,Luke Wilson,Color,93,English
3853,0318761,,4000000.0,2.35 : 1,2005.0,Mike Mills,Ted Beckman,Benjamin Bratt,Vincent D'Onofrio,Color,96,English
3854,0873886,2022849.0,4000000.0,1.85 : 1,2011.0,Kevin Smith,Michael Angarano,Deborah Aquila,Nicholas Braun,Color,88,English
3855,0366780,,4000000.0,1.85 : 1,2005.0,Dave McKean,Stephanie Leonidas,Jason Barry,Rob Brydon,Color,101,English
3856,0770802,5966671.0,4000000.0,2.39 : 1,2011.0,Ron Fricke,Balinese Tari Legong Dancers,Ni Made Megahadi Pratiwi,Puti Sri Candra Dewi,Color,102,None
3857,0092615,,4000000.0,1.85 : 1,1987.0,Ruggero Deodato,Peter Paul,David Paul,Richard Lynch,Color::(Telecolor),87,English
3858,1645080,,,2.35 : 1,2011.0,Gavin Wiesen,Freddie Highmore,Emma Roberts,Sasha Spielberg,Color,83,English
3859,3346224,,4500000.0,2.35 : 1,2015.0,Mora Stephens,Patrick Wilson,Lena Headey,Ray Winstone,Color,112,English
3860,0273982,,4000000.0,1.85 : 1,2002.0,Mars Callahan,Chazz Palminteri,Ricky Schroder,Rod Steiger,Color,99,English
3861,0126859,,4000000.0,1.78 : 1,1999.0,Mike Figgis,Julian Sands,Saffron Burrows,Stefano Dionisi,Color,106,English
3862,2076220,,,1.85 : 1,2012.0,Leos Carax,Denis Lavant,Edith Scob,Eva Mendes,Color,115,French
3863,2382396,,4000000.0,2.35 : 1,2013.0,David Gordon Green,Nicolas Cage,Tye Sheridan,Gary Poulter,Color,117,English
3864,0120122,,3000000.0,2.35 : 1,1997.0,Stefan Schwartz,Rowena Cooper,Scott Charles,Antonia Corrigan,Color::(Technicolor),109,English
3865,0095904,,1300000.0,1.85 : 1,1987.0,Renny Harlin,Viggo Mortensen,Chelsea Field,Lane Smith,Color,102,English
3866,0206226,,1500000.0,1.85 : 1,2000.0,Robert Lee King,Lauren Ambrose,Thomas Gibson,Nicholas Brendon,Color,95,English
3867,0156639,,4000000.0,1.85 : 1,1999.0,Kevin Allen,Craig Ferguson,Chris Langham,David Rasche,Color,86,English
3868,2876428,,4000000.0,2.35 : 1,2013.0,Jorge Ramírez Suárez,Kristyan Ferrer,Ingeborg Schöner,Adriana Barraza,Color,120,German
3869,1529572,,9500000.0,2.35 : 1,2010.0,David Schwimmer,Clive Owen,Catherine Keener,Liana Liberato,Color,106,English
3870,0218182,,14000000.0,1.85 : 1,2000.0,Barry Levinson,Barry McEvoy,Brían F. O'Byrne,Anna Friel,Color,103,English
3871,0122906,,,,1998.0,Sam Miller,Pete Postlethwaite,Rachel Griffiths,James Thornton,Color,94,English
