,No,gross,budget,aspect_ratio,title_year,director_name,actor_1_name,actor_2_name,actor_3_name,color,duration,language
2180,0372588,,30000000.0,2.39 : 1,2004.0,Trey Parker,Trey Parker,Matt Stone,Kristen Miller,Color,98,English
2181,1572315,47241945.0,20000000.0,2.35 : 1,2013.0,John Luessenhop,Alexandra Daddario,Dan Yeager,Trey Songz,Color,92,English
2182,0112722,,20000000.0,2.35 : 1,1995.0,Jon Amiel,Sigourney Weaver,Holly Hunter,Dermot Mulroney,Color::(Technicolor),123,English
2183,0795461,78378744.0,20000000.0,1.85 : 1,2013.0,Malcolm D. Lee,Ashley Tisdale,Simon Rex,Gracie Whitton,Color,88,English
2184,0064782,,20000000.0,2.20 : 1 (70 mm prints),1969.0,Joshua Logan,Lee Marvin,Clint Eastwood,Jean Seberg,Color::(Technicolor),164,English
2185,1013753,57293371.0,20000000.0,1.85 : 1,2008.0,Gus Van Sant,Sean Penn,Emile Hirsch,Josh Brolin,Color,128,English
2186,3231054,,20000000.0,2.35 : 1,2016.0,Kevin Reynolds,Joseph Fiennes,Tom Felton,Peter Firth,Color,107,English
2187,0288477,38236393.0,35000000.0,1.85 : 1,2002.0,Steve Beck,Gabriel Byrne,Julianna Margulies,Ron Eldard,Color,91,English
2188,1268799,,19000000.0,2.35 : 1,2011.0,Todd Strauss-Schulson,Patton Oswalt,Isabella Gielniak,Kal Penn,Color,90,English
2189,0120890,,20000000.0,2.40 : 1,1998.0,John McNaughton,Kevin Bacon,Matt Dillon,Neve Campbell,Color::(Technicolor),108,English
2190,0814335,,,2.35 : 1,2009.0,Nelson McCormick,Dylan Walsh,Sela Ward,Penn Badgley,Color,101,English
2191,1226753,45636368.0,20000000.0,2.35 : 1,2010.0,John Madden,Helen Mirren,Tom Wilkinson,Ciarán Hinds,Color,113,English
2192,0146882,,30000000.0,1.85 : 1,2000.0,Stephen Frears,John Cusack,Iben Hjejle,Todd Louiso,Color::(Technicolor),113,English
2193,0479968,,27000000.0,1.85 : 1,2008.0,Eric Valette,Shannyn Sossamon,Edward Burns,Ana Claudia Talancón,Color,87,English
2194,0116260,53192700.0,20000000.0,1.85 : 1,1996.0,John Schlesinger,Sally Field,Ed Harris,Olivia Burnette,Color,101,English
2195,0200465,,20000000.0,2.35 : 1,2008.0,Roger Donaldson,Jason Statham,Saffron Burrows,Stephen Campbell Moore,Color,111,English
2196,0338013,73169222.0,20000000.0,1.85 : 1,2004.0,Michel Gondry,Jim Carrey,Kate Winslet,Gerry Robert Byrne,Color,108,English
2197,1414382,32005248.0,20000000.0,2.39 : 1,2010.0,Andy Fickman,Kristen Bell,Jamie Lee Curtis,Sigourney Weaver,Color,105,English
2198,0421073,,20000000.0,2.35 : 1,2008.0,David Ayer,Keanu Reeves,Forest Whitaker,Hugh Laurie,Color::(Technicolor),109,English
2199,1213663,46089287.0,20000000.0,2.39 : 1,2013.0,Edgar Wright,Thomas Law,Zachary Bailess,Jasper Levine,Color,109,English
2200,0479500,30666930.0,20000000.0,2.35 : 1,2007.0,Andrew Fleming,Emma Roberts,Craig Gellis,Rich Cooper,Color,99,English
2201,0433362,51416464.0,20000000.0,2.35 : 1,2009.0,Michael Spierig,Harriet Minto-Day,Jay Laga'aia,Damien Garvey,Color,98,English
2202,0815236,,20000000.0,2.35 : 1,2010.0,Jim Field Smith,Jay Baruchel,Alice Eve,T.J. Miller,Color,104,English
2203,1067774,39667665.0,20000000.0,1.85 : 1,2011.0,Thomas Bezucha,Selena Gomez,Katie Cassidy,Leighton Meester,Color,109,English
2204,0441796,27105095.0,7000000.0,2.35 : 1,2006.0,William Brent Bell,Jon Foster,Samaire Armstrong,Frankie Muniz,Color,85,English
2205,0102744,,20000000.0,2.35 : 1,1990.0,Simon Wincer,Tom Selleck,Laura San Giacomo,Alan Rickman,Color,119,English
2206,1213012,,20000000.0,1.85 : 1,2010.0,Anthony Bell,Justin Long,Hayden Panettiere,Dennis Hopper,Color,90,English
2207,0475944,32347239.0,20000000.0,2.35 : 1,2006.0,Renny Harlin,Steven Strait,Laura Ramsey,Sebastian Stan,Color,97,English
2208,0430634,,,1.85 : 1,2006.0,Jessica Bendinger,Jeff Bridges,Missy Peregrym,Vanessa Lengies,Color,103,English
2209,1100119,,40000000.0,1.85 : 1,2008.0,Robert Rodriguez,Jimmy Bennett,Jake Short,Kat Dennings,Color,89,English
2210,0114681,,20000000.0,1.85 : 1,1995.0,Gus Van Sant,Nicole Kidman,Matt Dillon,Joaquin Phoenix,Color::(Technicolor),106,English
2211,3531824,85251425.0,20000000.0,2.35 : 1,2016.0,Henry Joost,Emma Roberts,Dave Franco,Emily Meade,Color,96,English
2212,0800308,,20000000.0,2.35 : 1,2008.0,Ed Harris,Robert Jauregui,Jeremy Irons,Timothy V. Murphy,Color,115,English
2213,0120877,18010756.0,20000000.0,2.39 : 1,1998.0,John Carpenter,James Woods,Daniel Baldwin,Sheryl Lee,Color,108,English
2214,0249327,,,1.33 : 1,2000.0,,Dan Green,Wayne Grayson,Amy Birnbaum,Color,24,English
2215,0054215,,806947.0,1.37 : 1 (original & negative ratio) (open matte),1960.0,Alfred Hitchcock,Anthony Perkins,Vera Miles,John Gavin,Black and White,109,English
2216,1046163,41622502.0,40000000.0,1.85 : 1,2008.0,Howard Deutch,Dane Cook,Kate Hudson,Alec Baldwin,Color,101,English
2217,2318092,,20000000.0,2.39 : 1,2014.0,Shana Feste,Alex Pettyfer,Gabriella Wilde,Bruce Greenwood,Color,104,English
2218,0791304,,20000000.0,2.35 : 1,2007.0,Garry Marshall,Jane Fonda,Lindsay Lohan,Felicity Huffman,Color,113,English
2219,0083254,,20000000.0,1.78 : 1,1981.0,Steve Rash,Chevy Chase,Carrie Fisher,Eve Arden,Color,98,English
2220,0089457,,20000000.0,2.20 : 1 (70 mm prints),1985.0,Richard Donner,Matthew Broderick,Rutger Hauer,Michelle Pfeiffer,Color,121,English
2221,0124879,,30000000.0,1.85 : 1,1998.0,Mark Steven Johnson,Joseph Mazzello,Ashley Judd,Oliver Platt,Color,114,English
2222,0490204,21418543.0,20000000.0,2.35 : 1,2007.0,Mike Binder,Adam Sandler,Don Cheadle,Jada Pinkett Smith,Color,124,English
2223,0758758,56255142.0,15000000.0,2.35 : 1,2007.0,Sean Penn,Emile Hirsch,Marcia Gay Harden,William Hurt,Color,148,English
2224,0462519,,20000000.0,2.35 : 1,2006.0,Todd Phillips,Billy Bob Thornton,Jon Heder,Jacinda Barrett,Color,100,English
2225,0938330,52302796.0,20000000.0,2.39 : 1,2012.0,M.J. Bassett,Adelaide Clemens,Kit Harington,Carrie-Anne Moss,Color,95,English
2226,0116367,33500000.0,19000000.0,1.85 : 1,1996.0,Robert Rodriguez,George Clooney,Quentin Tarantino,Harvey Keitel,Color,108,English
2227,0407121,55686944.0,20000000.0,1.78 : 1 (negative ratio),2005.0,Frank Nissen,Jim Cummings,John Fiedler,Nikita Hopkins,Color,68,English
2228,0113321,,20000000.0,1.85 : 1,1995.0,Jodie Foster,Holly Hunter,Robert Downey Jr.,Anne Bancroft,Color,103,English
2229,0373074,101434304.0,20000000.0,2.39 : 1,2004.0,Stephen Chow,Stephen Chow,Xiaogang Feng,Wah Yuen,Color,99,Cantonese
2230,0118315,,,1.33 : 1,1997.0,,Sharon Lawrence,Leah Remini,Mark Feuerstein,Color,30,English
2231,0276033,,35000000.0,1.85 : 1,2002.0,Peter Hastings,Haley Joel Osment,Diedrich Bader,Candy Ford,Color::(Technicolor),88,English
2232,0419887,74180745.0,20000000.0,2.35 : 1,2007.0,Marc Forster,Khalid Abdalla,Atossa Leoni,Shaun Toub,Color,128,Arabic
2233,0315733,60427839.0,20000000.0,1.85 : 1,2003.0,Alejandro G. Iñárritu,Sean Penn,Naomi Watts,Danny Huston,Color,124,English
2234,0338325,,20000000.0,2.35 : 1,2004.0,Paul Abascal,Cole Hauser,Robin Tunney,Dennis Farina,Color,84,English
2235,0295289,,20000000.0,1.85 : 1,2003.0,Chris Koch,Jason Lee,Julia Stiles,Selma Blair,Color,101,English
2236,0217630,18404706.0,20000000.0,1.85 : 1,2000.0,Amy Heckerling,Jason Biggs,Mena Suvari,Zak Orth,Color,98,English
2237,1232207,,,1.85 : 1,2009.0,Michael Moore,William Black,Jimmy Carter,Elijah Cummings,Color,127,English
2238,0059245,5000000.0,20000000.0,2.76 : 1 (70 mm prints),1965.0,George Stevens,Max von Sydow,Michael Anderson Jr.,Carroll Baker,Color::(Technicolor),260,English
2239,1741273,34854990.0,19500000.0,2.35 : 1,2015.0,Billy Ray,Chiwetel Ejiofor,Nicole Kidman,Julia Roberts,Color,111,English
2240,1213644,34816824.0,20000000.0,1.85 : 1,2008.0,Jason Friedberg,Matt Lanter,Vanessa Lachey,Gary 'G. Thang' Johnson,Color,87,English
2241,0913354,22942221.0,27000000.0,2.35 : 1,2009.0,Nimród Antal,Matt Dillon,Jean Reno,Laurence Fishburne,Color,88,English
2242,0120483,,20000000.0,1.85 : 1,1997.0,Jon Amiel,Bill Murray,Peter Gallagher,Joanne Whalley,Color::(Technicolor),94,English
2243,0770703,,20000000.0,1.85 : 1,2011.0,Mark Mylod,Anna Faris,Chris Evans,Ari Graynor,Color,106,English
2244,1592525,32204030.0,20000000.0,2.35 : 1,2012.0,James Mather,Guy Pearce,Maggie Grace,Vincent Regan,Color,95,English
2245,0326856,,40000000.0,1.85 : 1,2004.0,Barry Levinson,Ben Stiller,Jack Black,Rachel Weisz,Color,99,English
2246,1121931,34560577.0,20000000.0,1.85 : 1,2009.0,Mark Neveldine,Jason Statham,Amy Smart,Dwight Yoakam,Color,96,English
2247,0109348,,20000000.0,1.85 : 1,1994.0,Woody Allen,John Cusack,Dianne Wiest,Jennifer Tilly,Color::(Technicolor),98,English
2248,0430431,13538582.0,20000000.0,2.35 : 1,2006.0,Michael O. Sajbel,Tiffany Dupont,Luke Goss,John Noble,Color,123,English
2249,0258068,,30000000.0,2.35 : 1,2002.0,Phillip Noyce,Michael Caine,Brendan Fraser,Thi Hai Yen Do,Color,101,English
2250,0384680,19039770.0,22000000.0,1.85 : 1,2005.0,Gore Verbinski,Nicolas Cage,Michael Caine,Hope Davis,Color,102,English
2251,0281322,,20000000.0,2.35 : 1,2002.0,Walter Hill,Wesley Snipes,Ving Rhames,Peter Falk,Color,96,English
2252,0995039,,20000000.0,1.85 : 1,2008.0,David Koepp,Greg Kinnear,Jordan Carlos,Dequina Moore,Color,102,English
2253,1160368,,22000000.0,2.35 : 1,2009.0,Renny Harlin,John Cena,Aidan Gillen,Ashley Scott,Color,108,English
2254,1228987,,20000000.0,2.35 : 1,2010.0,Matt Reeves,Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins,Color,116,English
2255,0109015,,20000000.0,1.85 : 1,1994.0,Charles T. Kanganis,Victor Wong,Max Elliott Slade,Sean Fox,Color::(Technicolor),93,English
2256,0799934,,20000000.0,2.35 : 1,2008.0,Michel Gondry,Jack Black,Yasiin Bey,Danny Glover,Color::(DeLuxe),102,English
2257,0413015,,20000000.0,1.85 : 1,2005.0,Stephen Frears,Judi Dench,Bob Hoskins,Will Young,Color,103,English
2258,1712261,,20000000.0,2.35 : 1,2016.0,John Hillcoat,Chiwetel Ejiofor,Casey Affleck,Anthony Mackie,Color,115,English
2259,0118954,23367935.0,20000000.0,1.85 : 1,1997.0,Woody Allen,Judy Davis,Julia Louis-Dreyfus,Stephanie Roth Haberle,Color::(Technicolor),96,English
2260,0144640,,20000000.0,1.37 : 1 (negative ratio),1999.0,Damon Santostefano,Matthew Perry,Neve Campbell,Dylan McDermott,Color::(Technicolor),98,English
2261,2503944,,20000000.0,2.35 : 1,2015.0,John Wells,Bradley Cooper,Sienna Miller,Daniel Brühl,Color,101,English
2262,0098625,,20000000.0,2.39 : 1,1989.0,Neil Jordan,Robert De Niro,Sean Penn,Demi Moore,Color,106,Croatian
2263,0116242,16104765.0,20000000.0,1.85 : 1,1996.0,Woody Allen,Edward Norton,Drew Barrymore,Diva Gray,Color,101,English
2264,0804461,16974459.0,20000000.0,1.78 : 1 (one scene),2007.0,James Wan,Kevin Bacon,Garrett Hedlund,Kelly Preston,Color,105,English
2265,0780511,,21000000.0,2.35 : 1,2009.0,Kirk Jones,Robert De Niro,Drew Barrymore,Kate Beckinsale,Color,100,English
2266,0270846,,20000000.0,2.35 : 1,2004.0,Bob Clark,Jon Voight,Scott Baio,Vanessa Angel,Color,88,English
2267,0399327,,33000000.0,1.85 : 1,2005.0,Les Mayfield,Samuel L. Jackson,Eugene Levy,Miguel Ferrer,Color,83,English
2268,0462229,,20000000.0,1.85 : 1,2007.0,Les Mayfield,Cedric the Entertainer,Lucy Liu,Nicollette Sheridan,Color,84,English
2269,0345074,,20000000.0,1.85 : 1,2004.0,Michael Lembeck,Nia Vardalos,Toni Collette,David Duchovny,Color,108,English
2270,0065054,,20000000.0,2.20 : 1 (70 mm prints),1969.0,Bob Fosse,Shirley MacLaine,John McMartin,Ricardo Montalban,Color,149,English
2271,1791528,14710975.0,20000000.0,1.85 : 1,2014.0,Paul Thomas Anderson,Joanna Newsom,Katherine Waterston,Joaquin Phoenix,Color,148,English
2272,0763304,,20000000.0,1.85 : 1,2006.0,Dave Borthwick,Daniel Tay,Jimmy Fallon,Christian M Garland,Color,85,English
2273,1532958,16549477.0,20000000.0,1.85 : 1,2013.0,Benson Lee,Josh Holloway,Laz Alonso,Josh Peck,Color,110,English
2274,1714204,,,16:9 HD,2012.0,,Eric McCormack,Rachael Leigh Cook,Kelly Rowan,Color,42,English
2275,1190617,,12000000.0,2.35 : 1,2008.0,David Zucker,Trace Adkins,Brandon Alter,Chriss Anglin,Color,83,English
2276,2002718,15008161.0,20000000.0,1.85 : 1,2013.0,Robert Rodriguez,Danny Trejo,Mel Gibson,Demián Bichir,Color,107,English
2277,0310357,8546666.0,22000000.0,2.35 : 1,2003.0,Glen Morgan,Crispin Glover,R. Lee Ermey,Laura Harring,Color,100,English
2278,0489282,,20000000.0,2.35 : 1,2008.0,Fred Wolf,Steve Zahn,Allen Covert,Jonah Hill,Color,87,English
2279,0151568,,,1.66 : 1,1999.0,Mike Leigh,Allan Corduner,Dexter Fletcher,Sukie Smith,Color,160,English
2280,1810683,,20000000.0,2.35 : 1,2015.0,Alejandro Monteverde,Jakob Salvati,Emily Watson,David Henrie,Color,106,English
2281,1571222,,,1.85 : 1,2011.0,David Cronenberg,Keira Knightley,Viggo Mortensen,Michael Fassbender,Color,99,English
2282,0405296,7659918.0,8700000.0,1.85 : 1,2006.0,Richard Linklater,Rory Cochrane,Robert Downey Jr.,Mitch Baker,Color,100,English
2283,1629757,,20000000.0,1.85 : 1,2012.0,Michael Apted,Gerard Butler,Jonny Weston,Elisabeth Shue,Color::(ACES),116,English
2284,0369226,,20000000.0,2.35 : 1,2005.0,Uwe Boll,Christian Slater,Tara Reid,Stephen Dorff,Color,99,English
2285,0976222,,20000000.0,2.35 : 1,2009.0,Todd Graff,Aly Michalka,Vanessa Hudgens,Gaelan Connell,Color::(FotoKem),111,English
2286,0337876,23925492.0,20000000.0,1.85 : 1,2004.0,Jonathan Glazer,Nicole Kidman,Cameron Bright,Danny Huston,Color::(Technicolor),100,English
2287,2937898,,20000000.0,2.35 : 1,2014.0,J.C. Chandor,Oscar Isaac,Elyes Gabel,Jessica Chastain,Color,125,English
2288,1092082,,,2.35 : 1,2008.0,Paul Gross,Paul Gross,Michael Greyeyes,James Kot,Color,114,English
2289,1054588,,20000000.0,2.35 : 1,2008.0,Marc Abraham,Greg Kinnear,Tim Eddis,Warren Belle,Color,119,English
2290,0368794,11664116.0,20000000.0,2.35 : 1,2007.0,Todd Haynes,Cate Blanchett,Ben Whishaw,Christian Bale,Color,135,English
2291,1366365,,20000000.0,2.35 : 1,2012.0,Mabrouk El Mechri,Henry Cavill,Verónica Echegui,Bruce Willis,Color,93,Hebrew
2292,0844286,5518635.0,20000000.0,2.35 : 1,2008.0,Rian Johnson,Rachel Weisz,Adrien Brody,Mark Ruffalo,Color,114,English
2293,0383028,,21000000.0,2.35 : 1,2008.0,Charlie Kaufman,Philip Seymour Hoffman,Catherine Keener,Sadie Goldstein,Color::(DeLuxe),124,English
2294,0119698,159375308.0,,1.85 : 1,1997.0,Hayao Miyazaki,Billy Crudup,Billy Bob Thornton,Minnie Driver,Color,134,Japanese
2295,0310778,,20000000.0,2.35 : 1,2003.0,Jean-Paul Rappeneau,Isabelle Adjani,Gérard Depardieu,Virginie Ledoyen,Black and White,114,French
2296,0080492,,20000000.0,2.20 : 1 (70 mm prints),1980.0,Nancy Walker,Ray Simpson,David Hodo,Felipe Rose,Color::(Metrocolor),124,English
2297,0421238,,20000000.0,2.39 : 1,2005.0,John Hillcoat,Richard Wilson,Noah Taylor,Jeremy Madrona,Color,104,English
2298,3719896,,20000000.0,2.35 : 1,2015.0,Angelo Pizzo,Aaron Eckhart,Finn Wittrock,Rett Terrell,Color,118,English
2299,0266747,,20000000.0,1.85 : 1,2003.0,Richard Benjamin,Lisa Kudrow,Damon Wayans,Richard Benjamin,Color,84,English
2300,0238380,5359645.0,20000000.0,2.35 : 1,2002.0,Kurt Wimmer,Christian Bale,Dominic Purcell,Sean Bean,Color,107,English
2301,0889588,,40000000.0,2.35 : 1,2008.0,Roger Spottiswoode,Jonathan Rhys Meyers,Radha Mitchell,Chow Yun-Fat,Color,125,English
2302,0138946,,24000000.0,2.39 : 1,2000.0,James Gray,Mark Wahlberg,Joaquin Phoenix,Charlize Theron,Color,115,English
2303,1520498,,5000000.0,1.66 : 1,2012.0,Matthew Diamond,Misty Miller,Stephanie Renz,Malerie Grady,Color,88,English
2304,3707106,,10000000.0,2.39 : 1,2015.0,Angelina Jolie,Brad Pitt,Angelina Jolie,Mélanie Laurent,Color,122,English
2305,0348121,,,1.85 : 1,2004.0,Katsuhiro Ôtomo,Anne Suzuki,Masane Tsukayama,Katsuo Nakamura,Color,126,Japanese
2306,0354595,,20000000.0,2.35 : 1,2005.0,David Anspaugh,Gerard Butler,Wes Bentley,Jay Rodan,Color,101,English
2307,1175709,,,1.85 : 1,2010.0,Andrew Jarecki,Ryan Gosling,Kirsten Dunst,Frank Langella,Color,101,English
2308,0110944,,20000000.0,2.39 : 1,1994.0,Kevin Reynolds,Jason Scott Lee,Esai Morales,Sandrine Holt,Color,107,English
2309,0940709,,,2.35 : 1,2008.0,Stephen Chow,Stephen Chow,Jiao Xu,Lei Huang,Color,88,Cantonese
2310,0120882,26000000.0,,2.35 : 1,1998.0,Jean-Marie Poiré,Christian Clavier,Jean Reno,Muriel Robin,Color,118,French
2311,1013860,,20000000.0,2.35 : 1,2010.0,Kevin Munroe,Brandon Routh,Anita Briem,Sam Huntington,Color,108,English
2312,0274711,,22000000.0,1.85 : 1,2002.0,Daniel Algrant,Al Pacino,Kim Basinger,Ryan O'Neal,Color,100,English
2313,0166038,,,,1978.0,,Peter Vaughan,Frederick Jaeger,Donald Burton,Color,30,English
2314,1274300,405861.0,20000000.0,2.35 : 1,2010.0,Julie Taymor,Felicity Jones,Jude Akuwudike,Reeve Carney,Color,110,English
2315,3319920,17616062.0,,2.35 : 1,2015.0,Alejandro Amenábar,Ethan Hawke,Emma Watson,David Thewlis,Color,106,English
2316,1128219,,13000.0,1.85 : 1,2007.0,Jane Clark,Thunderbird Dinwiddie,Necar Zadegan,Elea Oberon,Color,7,English
2317,0882978,,25000000.0,2.35 : 1,2008.0,Daniel Lee,Andy Lau,Sammo Kam-Bo Hung,Maggie Q,Color,102,Mandarin
2318,0489664,7619157.0,20000000.0,2.35 : 1,2007.0,Mike Barker,Pierce Brosnan,Maria Bello,Gerard Butler,Color,95,English
2319,1488181,,20000000.0,1.78 : 1,2012.0,Wayne Thornley,Leonard Nimoy,Jeremy Suarez,Abigail Breslin,Color,83,English
2320,3037162,,,2.35 scope,2014.0,Gnana Rajasekaran,Abhinay Vaddi,Suhasini,Kevin McGowan,Color,153,Tamil
2321,1134666,,20000000.0,,2014.0,Tom Walsh,Melissa Leo,Maggie Wheeler,Joey D. Vieira,Color,98,English
2322,1781827,8700000.0,20000000.0,2.35 : 1,2016.0,Jonathan Jakubowicz,Edgar Ramírez,Robert De Niro,Usher,Color,111,English
2323,3247714,3638976.0,20000000.0,2.35 : 1,2015.0,James McTeigue,Paddy Wallace,Parker Sawyers,Bashar Rahal,Color,96,English
2324,2005374,,27220000.0,2.39 : 1,2013.0,Scott Walker,Nicolas Cage,Vanessa Hudgens,John Cusack,Color,105,English
2325,0446755,26910847.0,19400000.0,2.35 : 1,2006.0,John Curran,Catherine An,Bin Li,Bin Wu,Color,125,English
2326,0765432,,,1.85 : 1,2008.0,Uli Edel,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,Color,150,German
2327,0099348,424200000.0,22000000.0,2.20 : 1 (70 mm prints),1990.0,Kevin Costner,Kevin Costner,Mary McDonnell,Graham Greene,Color,181,English
2328,1284575,216197492.0,20000000.0,1.85 : 1,2011.0,Jake Kasdan,Cameron Diaz,Lucy Punch,Jason Segel,Color,92,English
2329,0098273,110879513.0,19000000.0,1.85 : 1,1989.0,Harold Becker,Al Pacino,Ellen Barkin,John Goodman,Color,113,English
2330,0356470,70164105.0,20000000.0,1.85 : 1,2004.0,Mark Rosman,Hilary Duff,Jennifer Coolidge,Chad Michael Murray,Color,95,English
2331,0117571,173046663.0,14000000.0,2.39 : 1,1996.0,Wes Craven,Drew Barrymore,Roger Jackson,Kevin Patrick Walls,Color,111,English
2332,0245674,26600000.0,42000000.0,1.33 : 1 (negative ratio),2001.0,Steve Beck,Tony Shalhoub,Embeth Davidtz,Matthew Lillard,Color::(Technicolor),91,English
2333,0081505,17469946.0,19000000.0,1.33 : 1 (Full Screen),1980.0,Stanley Kubrick,Jack Nicholson,Shelley Duvall,Danny Lloyd,Color,146,English
2334,0088763,381109762.0,19000000.0,1.37 : 1 (negative ratio),1985.0,Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Lea Thompson,Color,116,English
2335,0185371,,37000000.0,1.33 : 1 (original ratio) (open matte),1999.0,William Malone,Geoffrey Rush,Famke Janssen,Taye Diggs,Color::(Technicolor),93,English
2336,1385912,,13000000.0,1.85 : 1,2009.0,Tyler Perry,Tyler Perry,Taraji P. Henson,Adam Rodriguez,Color,113,English
2337,4280822,,27000000.0,,2016.0,Rob Hawk,Susie Celek,Miesha Tate,Erin O'Brien,Color,90,English
2338,0889573,,19000000.0,2.35 : 1,2010.0,Josh Gordon,Jason Bateman,Victor Pagan,Jennifer Aniston,Color,101,English
2339,0305711,101564935.0,18000000.0,1.85 : 1,2003.0,Shawn Levy,Ashton Kutcher,Brittany Murphy,Christian Kane,Color,95,English
2340,1270262,,,2.35 : 1,2011.0,Lee Tamahori,Dominic Cooper,Ludivine Sagnier,Raad Rawi,Color,109,English
2341,1697237,,,1.33 : 1,2010.0,,Paul 'Pauly D' DelVecchio,Jenni Farley,Sammi 'Sweetheart' Giancola,Color,43,English
2342,0205461,,19000000.0,1.85 : 1 (Digital HD),2000.0,Britt Allcroft,Alec Baldwin,Cody McMains,Russell Means,Color,85,English
2343,0455407,56445534.0,20000000.0,2.35 : 1,2010.0,Breck Eisner,Timothy Olyphant,Radha Mitchell,Joe Anderson,Color,101,English
2344,0245429,274925095.0,19000000.0,1.85 : 1,2001.0,Hayao Miyazaki,Rumi Hiiragi,Miyu Irino,Mari Natsuki,Color,125,Japanese
2345,3341072,,,2.35 : 1,2013.0,Alan Yuen,Andy Lau,Chen Yao,Ka-Tung Lam,Color,118,Cantonese
2346,0086993,9686538.0,25000000.0,2.39 : 1,1984.0,Roger Donaldson,Mel Gibson,Anthony Hopkins,Laurence Olivier,Color,132,English
2347,0816442,76586316.0,19000000.0,2.35 : 1,2013.0,Brian Percival,Roger Allam,Sophie Nélisse,Heike Makatsch,Color,131,English
2348,1135985,15079259.0,19000000.0,1.85 : 1,2008.0,Sean Anders,Josh Zuckerman,Amanda Crew,Clark Duke,Color,109,English
2349,1216492,,19000000.0,2.39 : 1,2010.0,Anand Tucker,Amy Adams,Matthew Goode,Adam Scott,Color,100,English
2350,0058085,,19000000.0,2.20 : 1 (70 mm prints),1964.0,Anthony Mann,Sophia Loren,Stephen Boyd,Alec Guinness,Color::(Technicolor),188,English
2351,0810922,,23000000.0,2.35 : 1,2011.0,Michael Dowse,Topher Grace,Anna Faris,Dan Fogler,Color,114,English
2352,1870529,,,2.35 : 1,2012.0,Daniel Barnz,Maggie Gyllenhaal,Viola Davis,Oscar Isaac,Color::(ACES),121,English
2353,0107719,,19000000.0,1.85 : 1,1993.0,Emile Ardolino,Darci Kistler,Damian Woetzel,Kyra Nichols,Color::(Technicolor),92,English
2354,0116745,2500000.0,19000000.0,1.85 : 1,1996.0,Robert Altman,Jennifer Jason Leigh,Miranda Richardson,Harry Belafonte,Color,116,English
2355,4193394,,,2.00 : 1,2016.0,James Schamus,Tijuana Ricks,Sue Dahlman,Jason Jiang,Color,110,English
2356,0384806,42813762.0,19000000.0,2.39 : 1,2005.0,Andrew Douglas,Ryan Reynolds,Melissa George,Jesse James,Color,90,English
2357,0268126,,19000000.0,1.85 : 1,2002.0,Spike Jonze,Nicolas Cage,Tilda Swinton,Meryl Streep,Color,115,English
2358,0418819,26070520.0,15000000.0,2.35 : 1,2005.0,George A. Romero,Simon Baker,John Leguizamo,Dennis Hopper,Color,93,English
2359,2957680,,,1.85 : 1,2013.0,Danny Pang,Ching Wan Lau,Louis Koo,Angelica Lee,Color,107,Chinese
2360,0120669,,18500000.0,2.35 : 1,1998.0,Terry Gilliam,Johnny Depp,Benicio Del Toro,Tobey Maguire,Color,118,English
2361,1058017,,18500000.0,1.85 : 1,2009.0,Ricky Gervais,Ricky Gervais,Jennifer Garner,Jonah Hill,Color,100,English
2362,2004420,268157400.0,18000000.0,2.35 : 1,2014.0,Nicholas Stoller,Seth Rogen,Rose Byrne,Elise Vargas,Color,97,English
2363,0110475,351583407.0,18000000.0,1.85 : 1,1994.0,Chuck Russell,Jim Carrey,Peter Riegert,Peter Greene,Color,101,English
2364,0094737,151668774.0,18000000.0,1.85 : 1,1988.0,Penny Marshall,Tom Hanks,Elizabeth Perkins,Robert Loggia,Color,104,English
2365,0443453,261572744.0,18000000.0,1.85 : 1,2006.0,Larry Charles,Sacha Baron Cohen,Ken Davitian,Luenell,Color,84,English
2366,0250494,141774679.0,18000000.0,2.39 : 1,2001.0,Robert Luketic,Reese Witherspoon,Luke Wilson,Selma Blair,Color,96,English
2367,0088170,87000000.0,17000000.0,2.20 : 1 (70mm prints),1984.0,Leonard Nimoy,William Shatner,Leonard Nimoy,DeForest Kelley,Color::(Metrocolor),105,English
2368,0404032,144216468.0,20000000.0,2.35 : 1,2005.0,Scott Derrickson,Laura Linney,Tom Wilkinson,Campbell Scott,Color::(Technicolor),119,English
2369,0205000,92938755.0,17000000.0,1.85 : 1,1999.0,Mike Mitchell,Rob Schneider,William Forsythe,Eddie Griffin,Color::(Technicolor),88,English
2370,2467046,,16000000.0,16 : 9,2014.0,Vic Armstrong,Nicolas Cage,Chad Michael Murray,Cassi Thomson,Color,110,English
2371,0356680,92283851.0,17000000.0,1.85 : 1,2005.0,Thomas Bezucha,Claire Danes,Diane Keaton,Rachel McAdams,Color,103,English
2372,0337579,65971313.0,18000000.0,1.85 : 1,2004.0,Kevin Rodney Sullivan,Ice Cube,Cedric the Entertainer,Sean Patrick Thomas,Color,106,English
2373,0307987,77147031.0,23000000.0,1.85 : 1,2003.0,Terry Zwigoff,Billy Bob Thornton,Tony Cox,Brett Kelly,Color,92,English
2374,0118655,67683989.0,17000000.0,2.39 : 1,1997.0,Jay Roach,Mike Myers,Elizabeth Hurley,Michael York,Color,94,English
